user_id,order_id,date,category,product_id,product_name,quantity,price,cost_price
U0167,ORD0277,2024-09-22,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0138,ORD0794,2024-05-10,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0120,ORD0447,2024-08-29,Clothing,P0019,Jacket,2,1122.46,706.37
U0069,ORD0331,2023-09-09,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0023,ORD0286,2024-04-06,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0063,ORD0769,2024-04-20,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0146,ORD0625,2024-11-15,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0098,ORD0345,2023-01-30,Clothing,P0018,Sneakers,2,2907.21,2449.38
U0127,ORD0872,2023-11-29,Clothing,P0019,Jacket,1,1122.46,706.37
U0047,ORD0500,2023-08-06,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0091,ORD0817,2023-09-22,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0088,ORD0287,2024-09-02,Electronics,P0004,Laptop Stand,2,1522.75,1309.34
U0180,ORD0902,2023-10-10,Home & Kitchen,P0025,Bedsheet Set,3,2960.2,1940.28
U0143,ORD0011,2024-06-13,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0049,ORD0088,2023-09-05,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0185,ORD0417,2024-05-15,Beauty,P0012,Shampoo,2,362.93,257.65
U0143,ORD0777,2023-09-04,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0177,ORD0488,2024-10-23,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0183,ORD0503,2024-04-03,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0005,ORD0096,2023-10-29,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0057,ORD0415,2024-12-09,Beauty,P0012,Shampoo,1,362.93,257.65
U0063,ORD0314,2024-11-10,Fitness,P0030,Treadmill,1,648.25,452.22
U0149,ORD0378,2024-04-29,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0142,ORD0544,2023-12-19,Home & Kitchen,P0024,Wall Clock,2,1902.7,1438.48
U0109,ORD0764,2024-07-17,Home & Kitchen,P0024,Wall Clock,2,1902.7,1438.48
U0085,ORD0361,2024-12-20,Electronics,P0003,Bluetooth Speaker,2,2404.17,1555.01
U0117,ORD0278,2023-11-10,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0065,ORD0237,2023-05-04,Clothing,P0016,T-shirt,2,1940.37,1263.49
U0185,ORD0198,2023-11-20,Home & Kitchen,P0021,Mixer Grinder,1,1049.17,785.36
U0031,ORD0761,2024-07-02,Beauty,P0013,Lip Balm,1,510.46,426.52
U0196,ORD0707,2023-07-09,Clothing,P0019,Jacket,1,1122.46,706.37
U0050,ORD0222,2024-05-10,Fitness,P0026,Yoga Mat,3,7765.8,6465.34
U0071,ORD0742,2024-08-26,Fitness,P0030,Treadmill,1,648.25,452.22
U0195,ORD0538,2024-09-03,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0073,ORD0103,2023-07-18,Grocery,P0010,Almonds 500g,2,977.5,671.9
U0076,ORD0233,2024-01-05,Beauty,P0014,Moisturizer,1,279.71,210.98
U0046,ORD0310,2023-01-15,Grocery,P0009,Green Tea,1,747.64,566.28
U0182,ORD0547,2023-05-10,Fitness,P0029,Protein Powder,1,981.39,646.53
U0071,ORD0047,2023-02-25,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0142,ORD0300,2024-12-15,Fitness,P0027,Dumbbells,2,7534.14,6543.01
U0033,ORD0654,2024-05-17,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0027,ORD0894,2023-01-13,Clothing,P0020,Dress,3,2147.43,1572.02
U0147,ORD0292,2024-04-25,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0123,ORD0452,2023-12-15,Fitness,P0030,Treadmill,1,648.25,452.22
U0048,ORD0989,2023-02-22,Fitness,P0030,Treadmill,1,648.25,452.22
U0065,ORD0964,2024-05-04,Beauty,P0015,Perfume,1,633.17,388.73
U0030,ORD0842,2023-03-08,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0103,ORD0504,2023-03-17,Beauty,P0011,Face Wash,1,650.67,417.63
U0148,ORD0645,2024-12-03,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0014,ORD0156,2023-06-02,Electronics,P0005,Power Bank,3,6410.04,5207.66
U0145,ORD0972,2023-11-08,Clothing,P0020,Dress,1,2147.43,1572.02
U0022,ORD0255,2023-05-02,Clothing,P0019,Jacket,2,1122.46,706.37
U0143,ORD0783,2024-03-02,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0156,ORD0611,2024-09-25,Electronics,P0003,Bluetooth Speaker,2,2404.17,1555.01
U0058,ORD0795,2024-06-19,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0098,ORD0462,2024-03-29,Grocery,P0009,Green Tea,1,747.64,566.28
U0077,ORD0881,2024-08-25,Clothing,P0017,Jeans,2,475.64,420.78
U0110,ORD0313,2024-08-05,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0159,ORD0062,2024-09-16,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0190,ORD0102,2023-08-01,Fitness,P0030,Treadmill,1,648.25,452.22
U0161,ORD0217,2023-09-28,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0170,ORD0084,2023-06-10,Clothing,P0019,Jacket,1,1122.46,706.37
U0062,ORD0178,2024-07-19,Beauty,P0012,Shampoo,1,362.93,257.65
U0020,ORD0161,2023-01-03,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0105,ORD0462,2024-12-06,Beauty,P0011,Face Wash,1,650.67,417.63
U0153,ORD0482,2023-10-26,Electronics,P0003,Bluetooth Speaker,3,2404.17,1555.01
U0009,ORD0238,2023-10-23,Clothing,P0019,Jacket,3,1122.46,706.37
U0181,ORD0290,2024-12-20,Grocery,P0010,Almonds 500g,2,977.5,671.9
U0117,ORD0073,2024-12-04,Beauty,P0013,Lip Balm,1,510.46,426.52
U0060,ORD0947,2023-09-28,Grocery,P0006,Basmati Rice 5kg,2,237.05,211.21
U0161,ORD0604,2024-11-08,Clothing,P0020,Dress,2,2147.43,1572.02
U0051,ORD0436,2023-04-28,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0140,ORD0231,2024-10-25,Beauty,P0012,Shampoo,1,362.93,257.65
U0039,ORD0931,2023-09-30,Home & Kitchen,P0023,Dinner Set,2,1664.51,1329.54
U0037,ORD0074,2023-03-03,Fitness,P0026,Yoga Mat,3,7765.8,6465.34
U0043,ORD0812,2023-11-11,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0153,ORD0767,2024-08-05,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0074,ORD0450,2023-05-08,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0120,ORD0706,2023-11-08,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0180,ORD0413,2023-10-06,Electronics,P0003,Bluetooth Speaker,3,2404.17,1555.01
U0129,ORD0553,2024-05-20,Grocery,P0009,Green Tea,3,747.64,566.28
U0113,ORD0083,2024-09-04,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0011,ORD0911,2024-03-18,Home & Kitchen,P0023,Dinner Set,3,1664.51,1329.54
U0189,ORD0331,2024-09-10,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0065,ORD0027,2023-04-04,Beauty,P0011,Face Wash,1,650.67,417.63
U0059,ORD0985,2024-11-21,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0148,ORD0602,2023-01-22,Clothing,P0017,Jeans,2,475.64,420.78
U0196,ORD0689,2023-10-03,Clothing,P0017,Jeans,1,475.64,420.78
U0148,ORD0042,2023-06-29,Grocery,P0009,Green Tea,2,747.64,566.28
U0121,ORD0532,2024-10-29,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0114,ORD0939,2023-10-12,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0047,ORD0600,2024-03-22,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0163,ORD0834,2024-05-18,Clothing,P0020,Dress,1,2147.43,1572.02
U0024,ORD0482,2023-12-23,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0105,ORD0342,2023-11-25,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0172,ORD0108,2023-06-14,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0085,ORD0422,2024-12-11,Fitness,P0030,Treadmill,1,648.25,452.22
U0127,ORD0296,2024-11-09,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0103,ORD0834,2024-07-17,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0010,ORD0466,2023-04-01,Electronics,P0004,Laptop Stand,1,1522.75,1309.34
U0081,ORD0259,2023-11-28,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0030,ORD0994,2024-02-18,Beauty,P0013,Lip Balm,1,510.46,426.52
U0132,ORD0845,2023-01-02,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0169,ORD0891,2024-07-09,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0119,ORD0424,2023-02-25,Grocery,P0007,Olive Oil 1L,3,1698.4,1127.23
U0049,ORD0531,2024-01-06,Fitness,P0027,Dumbbells,2,7534.14,6543.01
U0160,ORD0775,2024-05-25,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0161,ORD0453,2023-02-22,Clothing,P0019,Jacket,1,1122.46,706.37
U0053,ORD0274,2024-07-16,Home & Kitchen,P0024,Wall Clock,2,1902.7,1438.48
U0034,ORD0950,2023-10-22,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0113,ORD0902,2024-12-16,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0125,ORD0125,2023-01-30,Electronics,P0001,Smartphone,3,4370.86,3869.15
U0162,ORD0624,2023-09-03,Fitness,P0029,Protein Powder,1,981.39,646.53
U0182,ORD0163,2023-11-15,Fitness,P0027,Dumbbells,3,7534.14,6543.01
U0142,ORD0015,2024-07-19,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0105,ORD0096,2023-08-19,Beauty,P0012,Shampoo,1,362.93,257.65
U0030,ORD0473,2023-05-01,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0166,ORD0853,2023-06-07,Clothing,P0019,Jacket,1,1122.46,706.37
U0128,ORD0956,2023-10-26,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0131,ORD0723,2023-10-07,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0107,ORD0855,2024-05-09,Beauty,P0013,Lip Balm,1,510.46,426.52
U0121,ORD0250,2024-04-12,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0142,ORD0149,2024-01-28,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0049,ORD0944,2024-09-05,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0131,ORD0765,2023-05-20,Beauty,P0011,Face Wash,1,650.67,417.63
U0018,ORD0283,2024-02-29,Home & Kitchen,P0023,Dinner Set,3,1664.51,1329.54
U0088,ORD0957,2024-06-03,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0069,ORD0841,2023-01-03,Home & Kitchen,P0021,Mixer Grinder,3,1049.17,785.36
U0073,ORD0744,2023-11-02,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0151,ORD0594,2024-11-06,Electronics,P0004,Laptop Stand,2,1522.75,1309.34
U0126,ORD0887,2023-06-02,Fitness,P0030,Treadmill,1,648.25,452.22
U0115,ORD0552,2024-05-10,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0089,ORD0341,2024-07-19,Fitness,P0030,Treadmill,1,648.25,452.22
U0196,ORD0557,2024-01-22,Grocery,P0009,Green Tea,1,747.64,566.28
U0117,ORD0956,2023-11-26,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0049,ORD0715,2023-09-02,Home & Kitchen,P0023,Dinner Set,2,1664.51,1329.54
U0147,ORD0393,2023-08-28,Clothing,P0017,Jeans,2,475.64,420.78
U0199,ORD0421,2023-02-14,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0082,ORD0763,2024-04-29,Home & Kitchen,P0023,Dinner Set,3,1664.51,1329.54
U0181,ORD0936,2024-01-26,Grocery,P0009,Green Tea,1,747.64,566.28
U0099,ORD0680,2024-10-29,Electronics,P0002,Smartwatch,3,7587.95,5915.55
U0039,ORD0508,2023-02-07,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0033,ORD0515,2024-08-27,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0085,ORD0891,2023-04-13,Clothing,P0017,Jeans,3,475.64,420.78
U0113,ORD0103,2024-06-22,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0117,ORD0016,2023-05-28,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0105,ORD0892,2024-11-01,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0040,ORD0077,2024-04-25,Beauty,P0014,Moisturizer,1,279.71,210.98
U0068,ORD0347,2024-09-30,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0178,ORD0408,2024-10-27,Grocery,P0009,Green Tea,1,747.64,566.28
U0021,ORD0873,2023-12-03,Beauty,P0012,Shampoo,1,362.93,257.65
U0173,ORD0880,2024-06-30,Beauty,P0012,Shampoo,1,362.93,257.65
U0098,ORD0978,2023-11-21,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0161,ORD0736,2024-05-14,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0139,ORD0037,2024-09-24,Fitness,P0030,Treadmill,1,648.25,452.22
U0018,ORD0241,2024-10-08,Electronics,P0004,Laptop Stand,3,1522.75,1309.34
U0176,ORD0944,2023-10-22,Electronics,P0003,Bluetooth Speaker,2,2404.17,1555.01
U0059,ORD0765,2023-04-03,Clothing,P0020,Dress,1,2147.43,1572.02
U0112,ORD0101,2024-10-10,Electronics,P0004,Laptop Stand,1,1522.75,1309.34
U0181,ORD0894,2023-04-13,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0114,ORD0171,2024-12-11,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0077,ORD0926,2023-01-30,Grocery,P0006,Basmati Rice 5kg,3,237.05,211.21
U0012,ORD0333,2023-02-27,Clothing,P0019,Jacket,1,1122.46,706.37
U0076,ORD0368,2024-01-19,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0111,ORD0150,2023-09-08,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0136,ORD0422,2024-08-02,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0175,ORD0812,2023-07-04,Home & Kitchen,P0025,Bedsheet Set,2,2960.2,1940.28
U0044,ORD0180,2023-03-22,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0157,ORD0892,2024-01-27,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0159,ORD0700,2023-09-04,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0128,ORD0935,2024-08-20,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0037,ORD0238,2024-04-17,Electronics,P0003,Bluetooth Speaker,3,2404.17,1555.01
U0164,ORD0261,2024-04-15,Clothing,P0017,Jeans,1,475.64,420.78
U0066,ORD0683,2023-01-10,Clothing,P0017,Jeans,1,475.64,420.78
U0120,ORD0923,2023-10-22,Clothing,P0020,Dress,2,2147.43,1572.02
U0174,ORD0560,2023-06-11,Grocery,P0010,Almonds 500g,2,977.5,671.9
U0019,ORD0453,2023-12-20,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0151,ORD0307,2024-10-16,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0109,ORD0707,2023-09-14,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0117,ORD0866,2023-11-06,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0051,ORD0394,2024-05-09,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0028,ORD0243,2024-01-26,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0147,ORD0368,2024-08-11,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0076,ORD0717,2023-10-30,Fitness,P0030,Treadmill,2,648.25,452.22
U0006,ORD0850,2024-11-05,Clothing,P0017,Jeans,2,475.64,420.78
U0102,ORD0282,2023-01-09,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0145,ORD0886,2024-12-03,Electronics,P0001,Smartphone,3,4370.86,3869.15
U0200,ORD0763,2023-02-20,Clothing,P0019,Jacket,1,1122.46,706.37
U0156,ORD0764,2024-05-23,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0074,ORD0795,2023-08-24,Clothing,P0020,Dress,1,2147.43,1572.02
U0156,ORD0822,2023-12-27,Clothing,P0020,Dress,1,2147.43,1572.02
U0057,ORD0652,2023-07-14,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0159,ORD0257,2024-11-25,Clothing,P0016,T-shirt,2,1940.37,1263.49
U0194,ORD0739,2024-11-06,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0175,ORD0859,2023-05-21,Fitness,P0030,Treadmill,1,648.25,452.22
U0161,ORD0100,2024-10-04,Fitness,P0030,Treadmill,1,648.25,452.22
U0166,ORD0041,2023-11-13,Grocery,P0007,Olive Oil 1L,3,1698.4,1127.23
U0113,ORD0035,2024-08-16,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0094,ORD0750,2023-05-15,Electronics,P0003,Bluetooth Speaker,2,2404.17,1555.01
U0024,ORD0932,2023-10-30,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0084,ORD0766,2024-03-01,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0045,ORD0206,2023-05-16,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0139,ORD0898,2024-01-10,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0136,ORD0514,2023-10-07,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0043,ORD0264,2024-05-08,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0076,ORD0765,2023-12-13,Grocery,P0009,Green Tea,1,747.64,566.28
U0030,ORD0480,2023-03-19,Beauty,P0013,Lip Balm,2,510.46,426.52
U0037,ORD0773,2023-08-20,Fitness,P0027,Dumbbells,2,7534.14,6543.01
U0174,ORD0742,2024-11-21,Grocery,P0008,Pasta Pack,3,527.28,345.38
U0102,ORD0991,2024-07-24,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0094,ORD0093,2024-02-09,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0004,ORD0271,2024-07-03,Electronics,P0003,Bluetooth Speaker,3,2404.17,1555.01
U0032,ORD0466,2024-01-13,Electronics,P0003,Bluetooth Speaker,2,2404.17,1555.01
U0173,ORD0767,2024-11-19,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0068,ORD0599,2024-01-26,Fitness,P0028,Resistance Bands,2,4903.83,4298.51
U0164,ORD0963,2024-01-16,Clothing,P0019,Jacket,2,1122.46,706.37
U0028,ORD0692,2023-08-28,Beauty,P0015,Perfume,1,633.17,388.73
U0121,ORD0026,2024-09-26,Beauty,P0015,Perfume,1,633.17,388.73
U0144,ORD0336,2024-09-16,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0057,ORD0664,2023-03-06,Grocery,P0009,Green Tea,1,747.64,566.28
U0163,ORD0844,2024-04-20,Home & Kitchen,P0023,Dinner Set,2,1664.51,1329.54
U0180,ORD0310,2024-10-26,Beauty,P0015,Perfume,1,633.17,388.73
U0105,ORD0120,2023-05-24,Home & Kitchen,P0023,Dinner Set,2,1664.51,1329.54
U0012,ORD0969,2023-02-08,Grocery,P0009,Green Tea,1,747.64,566.28
U0078,ORD0505,2023-04-29,Electronics,P0005,Power Bank,2,6410.04,5207.66
U0025,ORD0241,2024-07-04,Clothing,P0018,Sneakers,3,2907.21,2449.38
U0035,ORD0398,2024-04-09,Grocery,P0008,Pasta Pack,2,527.28,345.38
U0095,ORD0687,2024-12-14,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0139,ORD0430,2024-08-24,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0191,ORD0745,2023-06-08,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0107,ORD0671,2023-04-12,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0126,ORD0631,2024-02-22,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0072,ORD0034,2024-12-07,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0095,ORD0223,2024-03-30,Clothing,P0017,Jeans,3,475.64,420.78
U0114,ORD0974,2023-08-30,Fitness,P0030,Treadmill,2,648.25,452.22
U0093,ORD0102,2024-12-03,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0095,ORD0558,2024-10-22,Clothing,P0019,Jacket,1,1122.46,706.37
U0092,ORD0063,2024-02-12,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0071,ORD0195,2023-05-06,Grocery,P0009,Green Tea,1,747.64,566.28
U0117,ORD0094,2024-11-09,Electronics,P0004,Laptop Stand,1,1522.75,1309.34
U0055,ORD0658,2024-10-16,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0153,ORD0995,2023-01-22,Fitness,P0028,Resistance Bands,2,4903.83,4298.51
U0013,ORD0806,2023-12-08,Beauty,P0015,Perfume,1,633.17,388.73
U0063,ORD0129,2024-08-01,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0053,ORD0071,2024-07-21,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0054,ORD0601,2023-08-10,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0060,ORD0337,2023-06-01,Home & Kitchen,P0024,Wall Clock,2,1902.7,1438.48
U0153,ORD0003,2023-10-11,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0038,ORD0134,2024-07-07,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0065,ORD0818,2023-06-28,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0029,ORD0677,2023-01-27,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0034,ORD0016,2024-01-02,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0061,ORD0603,2023-11-28,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0005,ORD0179,2023-09-29,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0014,ORD0130,2024-03-07,Electronics,P0001,Smartphone,3,4370.86,3869.15
U0135,ORD0117,2023-03-07,Clothing,P0017,Jeans,1,475.64,420.78
U0122,ORD0460,2024-01-06,Clothing,P0020,Dress,1,2147.43,1572.02
U0132,ORD0608,2023-04-22,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0116,ORD0516,2023-08-15,Clothing,P0017,Jeans,1,475.64,420.78
U0158,ORD0045,2024-11-05,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0134,ORD0309,2024-04-14,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0165,ORD0988,2023-02-01,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0016,ORD0491,2024-02-16,Home & Kitchen,P0022,Water Bottle,2,654.75,571.46
U0110,ORD0703,2023-04-21,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0126,ORD0730,2024-03-30,Electronics,P0001,Smartphone,3,4370.86,3869.15
U0019,ORD0921,2023-03-24,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0083,ORD0623,2023-06-01,Home & Kitchen,P0021,Mixer Grinder,3,1049.17,785.36
U0017,ORD0130,2023-10-09,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0160,ORD0649,2024-08-22,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0141,ORD0730,2023-11-29,Beauty,P0011,Face Wash,1,650.67,417.63
U0098,ORD0612,2024-06-27,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0076,ORD0465,2024-06-01,Clothing,P0020,Dress,1,2147.43,1572.02
U0155,ORD0441,2023-04-12,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0180,ORD0118,2024-11-01,Beauty,P0012,Shampoo,1,362.93,257.65
U0167,ORD0899,2024-07-18,Beauty,P0011,Face Wash,1,650.67,417.63
U0185,ORD0887,2023-08-09,Grocery,P0008,Pasta Pack,2,527.28,345.38
U0111,ORD0463,2023-08-22,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0106,ORD0348,2024-04-09,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0103,ORD0426,2023-04-08,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0081,ORD0438,2023-11-17,Fitness,P0029,Protein Powder,1,981.39,646.53
U0171,ORD0262,2024-01-19,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0040,ORD0704,2024-04-30,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0018,ORD0094,2023-03-29,Fitness,P0030,Treadmill,2,648.25,452.22
U0024,ORD0443,2023-04-09,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0191,ORD0757,2024-01-17,Grocery,P0009,Green Tea,1,747.64,566.28
U0034,ORD0570,2023-03-03,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0151,ORD0980,2024-07-29,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0144,ORD0338,2024-11-17,Clothing,P0017,Jeans,1,475.64,420.78
U0032,ORD0421,2023-12-29,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0171,ORD0964,2024-03-09,Electronics,P0004,Laptop Stand,3,1522.75,1309.34
U0185,ORD0053,2023-10-22,Beauty,P0011,Face Wash,1,650.67,417.63
U0154,ORD0320,2023-12-27,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0027,ORD0592,2024-06-03,Home & Kitchen,P0025,Bedsheet Set,3,2960.2,1940.28
U0055,ORD0159,2024-11-03,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0124,ORD0230,2023-04-21,Beauty,P0014,Moisturizer,1,279.71,210.98
U0090,ORD0866,2024-07-23,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0095,ORD0118,2023-10-13,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0147,ORD0232,2024-03-15,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0144,ORD0998,2024-09-28,Electronics,P0002,Smartwatch,2,7587.95,5915.55
U0158,ORD0692,2024-10-20,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0143,ORD0027,2024-09-15,Fitness,P0030,Treadmill,1,648.25,452.22
U0169,ORD0850,2024-12-11,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0069,ORD0030,2023-07-04,Beauty,P0015,Perfume,1,633.17,388.73
U0070,ORD0720,2023-11-13,Grocery,P0008,Pasta Pack,2,527.28,345.38
U0087,ORD0360,2023-01-07,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0047,ORD0891,2023-05-27,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0145,ORD0674,2024-02-15,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0018,ORD0146,2024-10-10,Electronics,P0002,Smartwatch,1,7587.95,5915.55
